loss,mae,val_loss,val_mae
1.7863095998764038,1.3232172727584839,0.7292583584785461,1.1672450304031372
1.4320108890533447,1.0120409727096558,0.209333136677742,0.515326976776123
0.8975520133972168,0.6740814447402954,0.21977870166301727,0.5102540850639343
0.6543381810188293,0.6718575358390808,0.3071933090686798,0.6485018730163574
0.6249308586120605,0.5802266597747803,0.42976823449134827,0.8412899971008301
0.5711397528648376,0.5078102350234985,0.5105306506156921,0.9373995661735535
0.4479694664478302,0.5069835782051086,0.5096049904823303,0.9370128512382507
0.39867207407951355,0.5163588523864746,0.4768643379211426,0.8897414207458496
0.37138405442237854,0.5062192678451538,0.42711806297302246,0.8300560116767883
0.3442767262458801,0.49886834621429443,0.37583544850349426,0.7636895179748535
0.32760825753211975,0.49565204977989197,0.34552720189094543,0.7245573401451111
0.30079853534698486,0.49195268750190735,0.3207995593547821,0.6979361176490784
0.2750266194343567,0.47549816966056824,0.3174809515476227,0.6907557845115662
0.26694998145103455,0.45932260155677795,0.3669864237308502,0.771279513835907
0.2648605704307556,0.46761757135391235,0.3414292335510254,0.7216383814811707
0.3614797294139862,0.4649765193462372,0.2737429440021515,0.6685600280761719
0.40276873111724854,0.550197184085846,0.3942108154296875,0.7624672055244446
0.588307797908783,0.5353569388389587,0.16986429691314697,0.44644880294799805
0.6882798075675964,0.8159313797950745,0.3202204406261444,0.743053674697876
0.6846674084663391,0.751298725605011,0.38802123069763184,0.7655523419380188
1.1042312383651733,0.9325549602508545,0.3181211054325104,0.7390971183776855
0.6443761587142944,0.6667988896369934,0.2610032856464386,0.6352313756942749
0.9156368374824524,1.0073155164718628,0.5928190350532532,1.07241690158844
0.8922049403190613,0.7907117605209351,0.15183599293231964,0.40748634934425354
0.6031621098518372,0.49107638001441956,0.17667214572429657,0.48197850584983826
0.7301838994026184,0.5831446051597595,0.15381793677806854,0.44601842761039734
0.7844842672348022,0.6222286224365234,0.0782749131321907,0.3112143874168396
0.6227766871452332,0.5936886072158813,0.09099921584129333,0.35723206400871277
0.4657820463180542,0.5375690460205078,0.12564821541309357,0.40693584084510803
0.6306664347648621,0.565551221370697,0.19014547765254974,0.5045597553253174
0.7815542817115784,0.5860936045646667,0.36359748244285583,0.7069843411445618
0.9467587471008301,0.6158887147903442,0.43978938460350037,0.7922691702842712
0.9413368701934814,0.6280035972595215,0.42134371399879456,0.7675241827964783
0.8581662774085999,0.5929990410804749,0.34624728560447693,0.7053667902946472
0.7038299441337585,0.5326176881790161,0.2788117825984955,0.6482188105583191
0.4883926212787628,0.4797137677669525,0.29915082454681396,0.6303242444992065
0.3514752686023712,0.4787270426750183,0.33218488097190857,0.6610684990882874
0.30225324630737305,0.48160549998283386,0.24054519832134247,0.5489468574523926
0.24053290486335754,0.4398225247859955,0.1442929357290268,0.4164910614490509
0.17570999264717102,0.3576847016811371,0.12047173827886581,0.38152337074279785
0.2264377474784851,0.3464982807636261,0.11089391261339188,0.3709566593170166
0.37949907779693604,0.377861887216568,0.13089466094970703,0.40821290016174316
0.6631719470024109,0.43543803691864014,0.15245282649993896,0.44747257232666016
0.7961100935935974,0.4897690713405609,0.16704906523227692,0.4876958429813385
0.8437541127204895,0.5088663101196289,0.15578089654445648,0.4486835300922394
0.6828773617744446,0.4239981472492218,0.17695115506649017,0.43202510476112366
0.4416155219078064,0.43866845965385437,0.3263872563838959,0.6792857050895691
0.3410183787345886,0.46759751439094543,0.3834274709224701,0.7233909964561462
0.5067624449729919,0.5577602982521057,0.2598189115524292,0.5362758040428162
0.5403221249580383,0.45001018047332764,0.16728068888187408,0.43865999579429626
0.4488283097743988,0.402547687292099,0.135168194770813,0.396748423576355
0.43134599924087524,0.35332295298576355,0.17455382645130157,0.49452638626098633
0.38140469789505005,0.41950294375419617,0.28118395805358887,0.6227142810821533
0.47458285093307495,0.5894346237182617,0.336457759141922,0.6602880358695984
0.44637855887413025,0.5298755168914795,0.2938249409198761,0.6033737063407898
0.3899182677268982,0.45907074213027954,0.09512782096862793,0.3362797498703003
0.40025386214256287,0.3962232172489166,0.13674455881118774,0.404274582862854
