loss,val_loss
2.2364578247070312,0.29068082571029663
1.2342185974121094,0.18444624543190002
0.8989456295967102,0.10053035616874695
0.734149694442749,0.11145119369029999
0.5640852451324463,0.1202898845076561
0.49326595664024353,0.11293284595012665
0.37076982855796814,0.10560755431652069
0.2803754508495331,0.09359926730394363
0.3758118450641632,0.10728918761014938
0.22184190154075623,0.09293882548809052
0.20065732300281525,0.09286189079284668
0.18576876819133759,0.10391316562891006
0.1661275178194046,0.08808218687772751
0.227783203125,0.09528716653585434
0.16952520608901978,0.08690519630908966
0.1376275271177292,0.10469222813844681
0.17147518694400787,0.08626170456409454
0.17392168939113617,0.09396053105592728
0.133438840508461,0.08776702731847763
0.09394701570272446,0.08885287493467331
0.12514378130435944,0.0887799859046936
0.10847979784011841,0.09042561799287796
0.11749576032161713,0.09119468927383423
0.09132731705904007,0.09272073954343796
0.10417363792657852,0.08821804821491241
0.09751861542463303,0.09527876228094101
0.11457769572734833,0.08970935642719269
0.10752109438180923,0.10289262980222702
0.11559925228357315,0.09374655783176422
0.11223001033067703,0.09352795779705048
0.08013483136892319,0.09139659255743027
0.08827174454927444,0.09390560537576675
0.0882267877459526,0.09324844181537628
0.09608684480190277,0.09544402360916138
0.08737430721521378,0.09874715656042099
0.08070091903209686,0.09311138093471527
0.0914040207862854,0.10296642035245895
0.08379679173231125,0.09378872066736221
0.112808957695961,0.10450691729784012
0.13891935348510742,0.09158727526664734
0.1258009970188141,0.12690740823745728
0.16970951855182648,0.09680787473917007
0.1648964136838913,0.10430672764778137
0.15590791404247284,0.08941075950860977
0.12095123529434204,0.12105174362659454
0.10377105325460434,0.0967186838388443
0.09115654230117798,0.09946054965257645
