loss,val_loss
1.907839059829712,1.85861337184906
0.9995712637901306,1.146217703819275
0.713164746761322,1.2311794757843018
0.5534400939941406,1.2919214963912964
0.4944775700569153,1.2874445915222168
0.40973034501075745,1.386125922203064
0.3567129373550415,1.4879841804504395
0.34300461411476135,1.636422872543335
0.26935121417045593,1.896018147468567
0.2379119098186493,2.0044143199920654
0.25994575023651123,1.7915894985198975
0.21885104477405548,2.0010108947753906
0.2353406697511673,2.0367932319641113
0.19819974899291992,2.0129220485687256
0.1816796511411667,2.006938934326172
0.1710590124130249,1.9489240646362305
0.25849655270576477,1.8086004257202148
0.28314074873924255,2.168691873550415
0.21530331671237946,1.8812333345413208
0.195275217294693,1.6681382656097412
0.14859730005264282,1.6633579730987549
0.17018048465251923,1.5861353874206543
0.13995644450187683,1.7447166442871094
0.19026023149490356,1.5032682418823242
0.19220909476280212,1.5183956623077393
0.12887264788150787,1.5896480083465576
0.12287625670433044,1.5919668674468994
0.12850108742713928,1.6279122829437256
0.1086789146065712,1.7299431562423706
0.12763556838035583,2.0045065879821777
0.12436272203922272,1.7511688470840454
0.10557445883750916,1.624132752418518
