loss,val_loss
1.1428050994873047,0.2575207054615021
0.6799309849739075,0.1615099310874939
0.5370339155197144,0.12163111567497253
0.4169747233390808,0.07443048059940338
0.32933157682418823,0.0687059611082077
0.3188212811946869,0.07878183573484421
0.2866252660751343,0.10229761898517609
0.2797084450721741,0.09434173256158829
0.28505393862724304,0.14826659858226776
0.3276897072792053,0.1438952386379242
0.26275575160980225,0.1091170608997345
0.24471697211265564,0.1933654248714447
0.2402408868074417,0.17494091391563416
0.18779753148555756,0.18540768325328827
0.18679329752922058,0.2652873694896698
0.18537388741970062,0.2804727554321289
0.17677609622478485,0.28248685598373413
0.16604912281036377,0.2675476372241974
0.1761450171470642,0.3040976822376251
0.16582852602005005,0.27083325386047363
0.15148888528347015,0.31765076518058777
0.164400115609169,0.257171630859375
0.15673094987869263,0.20143969357013702
0.2825354337692261,0.3804835379123688
0.22021429240703583,0.1521606296300888
0.2171538919210434,0.20757973194122314
0.19771136343479156,0.2317190319299698
0.14952892065048218,0.25625067949295044
0.13738121092319489,0.23253490030765533
0.14134681224822998,0.18130366504192352
0.13040396571159363,0.22731733322143555
0.13218045234680176,0.19894000887870789
0.1598963737487793,0.21608787775039673
0.1473296582698822,0.22945845127105713
0.14279919862747192,0.33476534485816956
