loss,mae,val_loss,val_mae
2.565537214279175,1.3560618162155151,0.9003855586051941,1.3305953741073608
1.4740614891052246,0.9213340282440186,0.9547290205955505,1.4337197542190552
1.312636375427246,0.9411159753799438,0.802070140838623,1.1998211145401
0.9714532494544983,0.765086829662323,0.5760724544525146,0.9874690175056458
0.5612404346466064,0.6122853755950928,0.7474204897880554,1.1693410873413086
0.4790002703666687,0.7107023596763611,0.5824970006942749,0.9880059957504272
0.4745057225227356,0.5611802935600281,0.5213543176651001,0.8916854858398438
0.31793057918548584,0.5261469483375549,0.4831262528896332,0.8666425943374634
0.3479616045951843,0.5150638818740845,0.4001397490501404,0.75893634557724
0.3275092542171478,0.4957110583782196,0.34804078936576843,0.6803591847419739
0.30953454971313477,0.47894152998924255,0.32473915815353394,0.6429280042648315
0.29178062081336975,0.47913333773612976,0.3150781989097595,0.6395805478096008
0.27447062730789185,0.45957133173942566,0.3030376434326172,0.6239157319068909
0.2517152726650238,0.4463147521018982,0.27254176139831543,0.5804848670959473
0.2421477884054184,0.4382767975330353,0.2580629587173462,0.5594198703765869
0.22664320468902588,0.42980775237083435,0.24129512906074524,0.5438075661659241
0.2206190675497055,0.423003226518631,0.24278423190116882,0.5432804822921753
0.20506030321121216,0.404582142829895,0.19608531892299652,0.48936232924461365
0.2187727987766266,0.4132131040096283,0.22297240793704987,0.5165107846260071
0.2047317922115326,0.38860148191452026,0.14172138273715973,0.4245833158493042
0.29336830973625183,0.4664975702762604,0.26139768958091736,0.5873388648033142
0.367606520652771,0.4648648798465729,0.151469424366951,0.47157156467437744
0.6710171699523926,0.5864121913909912,0.27522480487823486,0.6123445630073547
0.8651233911514282,0.672515869140625,0.29409193992614746,0.6897610425949097
0.4984460473060608,0.4926265776157379,0.12251210957765579,0.36881157755851746
0.29079675674438477,0.48571133613586426,0.27052780985832214,0.6435956954956055
0.17137771844863892,0.3427583873271942,0.13161209225654602,0.40466317534446716
0.21325019001960754,0.40055376291275024,0.15564770996570587,0.45563507080078125
0.17097806930541992,0.3503166139125824,0.14489848911762238,0.4325810670852661
0.16353613138198853,0.3430212736129761,0.13874340057373047,0.42236053943634033
0.17386645078659058,0.3604317307472229,0.17194196581840515,0.48363158106803894
0.17367826402187347,0.3506086468696594,0.14880438148975372,0.43454596400260925
0.1733216941356659,0.35825416445732117,0.17041915655136108,0.48524582386016846
0.16949042677879333,0.3467608690261841,0.15478186309337616,0.4531688690185547
0.16925229132175446,0.3465012013912201,0.16128240525722504,0.47149553894996643
0.1744595468044281,0.35194021463394165,0.17359577119350433,0.4854309558868408
0.17763851583003998,0.3365086615085602,0.15791234374046326,0.46170148253440857
0.19677233695983887,0.3788846433162689,0.2846958041191101,0.6662726998329163
0.23193317651748657,0.3366920053958893,0.1324215680360794,0.39083176851272583
0.2704947590827942,0.44427362084388733,0.3820171356201172,0.8034651279449463
0.2576095461845398,0.34897270798683167,0.20805944502353668,0.5116809606552124
0.3873748183250427,0.5331937074661255,0.30646607279777527,0.6978634595870972
0.4419294595718384,0.4248361885547638,0.16377587616443634,0.4571506381034851
0.669752836227417,0.5828818082809448,0.25715067982673645,0.6351499557495117
0.6137876510620117,0.4272160828113556,0.21980535984039307,0.5476980209350586
0.41569435596466064,0.5873275399208069,0.3154796063899994,0.7051323652267456
0.33287450671195984,0.4612993597984314,0.31263116002082825,0.6666315793991089
0.4694533050060272,0.6522365212440491,0.25684669613838196,0.6177517771720886
0.38205084204673767,0.46142685413360596,0.24162228405475616,0.570651650428772
0.4949154257774353,0.510556697845459,0.28254204988479614,0.654222846031189
0.5291266441345215,0.44047224521636963,0.6501694321632385,1.0837913751602173
0.527678370475769,0.47354361414909363,0.3151583671569824,0.7093353867530823
0.47042104601860046,0.46409258246421814,0.552025318145752,1.0111593008041382
0.42873433232307434,0.4238364100456238,0.493910014629364,0.9277679324150085
0.6918394565582275,0.4959753155708313,0.5881955623626709,1.021754264831543
